sand % topsoil,sand % subsoil,silt % topsoil,silt% subsoil,clay % topsoil,clay % subsoil,pH water topsoil,pH water subsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,BS % topsoil,BS % subsoil,CEC topsoil,CEC subsoil,CEC clay topsoil,CEC Clay subsoil,CaCO3 % topsoil,CaCO3 % subsoil,BD topsoil,BD subsoil,C/N topsoil,C/N subsoil,geometry
49.57,43.09,28.2,24.2,22.23,32.71,5.86,5.39,2.411,0.742,0.115,0.061,72.5,63.2,6.89,12.42,21.5,35.8,0.03,0.09,1.78,1.78,20.8,12.1,"POLYGON ((5.488269805908203 36.69034957885742, 5.498929977416992 36.697208404541016, 5.52249002456665 36.69837951660156, 5.530119895935059 36.70195007324219, 5.552020072937012 36.71220016479492, 5.576200008392334 36.731510162353516, 5.619019985198975 36.7806282043457, 5.6223602294921875 36.78445816040039, 5.654129981994629 36.803321838378906, 5.698880195617676 36.81618881225586, 5.717840194702148 36.83015823364258, 5.736219882965088 36.837059020996094, 5.771309852600098 36.845130920410156, 5.784359931945801 36.84318161010742, 5.800600051879883 36.84075927734375, 5.823019981384277 36.83208084106445, 5.858099937438965 36.839168548583984, 5.910590171813965 36.84074020385742, 5.916679859161377 36.842201232910156, 6.042799949645996 36.872230529785156, 6.160009860992432 36.89997863769531, 6.251049995422363 36.93122863769531, 6.257569789886475 36.9334716796875, 6.266109943389893 36.93798065185547, 6.288340091705322 36.9497184753418, 6.303899765014648 36.9669189453125, 6.2811598777771 36.97808074951172, 6.280610084533691 36.986690521240234, 6.28000020980835 36.99610900878906, 6.313640117645264 37.04413986206055, 6.3297200202941895 37.048099517822266, 6.390140056610107 37.09012985229492, 6.455460071563721 37.09429931640625, 6.466710090637207 37.095008850097656, 6.507850170135498 37.10377883911133, 6.53292989730835 37.08803176879883, 6.561960220336914 37.079708099365234, 6.57696008682251 37.070220947265625, 6.602220058441162 37.040260314941406, 6.610219955444336 37.037391662597656, 6.616409778594971 37.02075958251953, 6.625420093536377 36.99654006958008, 6.657090187072754 36.98746109008789, 6.663969993591309 36.98170852661133, 6.672679901123047 36.97444152832031, 6.693789958953857 36.975250244140625, 6.758309841156006 36.95977020263672, 6.848120212554932 36.964359283447266, 6.874100208282471 36.96189880371094, 6.893139839172363 36.955169677734375, 6.908909797668457 36.93967056274414, 6.923379898071289 36.911949157714844, 6.931839942932129 36.905479431152344, 6.9349799156188965 36.90483093261719, 6.976870059967041 36.89628982543945, 7.040979862213135 36.906951904296875, 7.070799827575684 36.92049026489258, 7.07436990737915 36.92129135131836, 7.073170185089111 36.9031982421875, 7.063650131225586 36.87221908569336, 7.046830177307129 36.83699035644531, 7.043690204620361 36.82633972167969, 7.033249855041504 36.805259704589844, 6.978260040283203 36.78744125366211, 6.91048002243042 36.77439880371094, 6.862679958343506 36.76520919799805, 6.840060234069824 36.75017166137695, 6.757880210876465 36.68241882324219, 6.6938700675964355 36.653568267822266, 6.673739910125732 36.6532096862793, 6.634190082550049 36.65253829956055, 6.584259986877441 36.64883041381836, 6.551929950714111 36.631309509277344, 6.540450096130371 36.625091552734375, 6.517910003662109 36.59611129760742, 6.413599967956543 36.58089828491211, 6.404679775238037 36.58692932128906, 6.383530139923096 36.58546829223633, 6.255650043487549 36.55820083618164, 6.240640163421631 36.543399810791016, 6.241000175476074 36.54010009765625, 6.245840072631836 36.499629974365234, 6.151050090789795 36.47840118408203, 6.154809951782227 36.481990814208984, 6.084179878234863 36.472869873046875, 6.019050121307373 36.485111236572266, 6.003399848937988 36.476871490478516, 5.968870162963867 36.480098724365234, 5.926310062408447 36.4841194152832, 5.873730182647705 36.49977111816406, 5.847760200500488 36.50455093383789, 5.833950042724609 36.543880462646484, 5.811729907989502 36.55223846435547, 5.739799976348877 36.555320739746094, 5.675670146942139 36.55807876586914, 5.649169921875 36.56475830078125, 5.544250011444092 36.59130859375, 5.540689945220947 36.618080139160156, 5.529600143432617 36.62525177001953, 5.522220134735107 36.63003921508789, 5.493159770965576 36.68524169921875, 5.488269805908203 36.69034957885742))"
56.97,55.06,21.44,19.19,21.69,25.68,5.92,6.02,1.046,0.55,0.115,0.071,81.0,81.7,15.0,17.38,66.5,61.4,0.76,0.83,1.19,1.32,9.7,8.0,"POLYGON ((7.277111053466797 37.02900695800781, 7.274228572845459 37.03059005737305, 7.270386695861816 37.03892135620117, 7.267817974090576 37.04053497314453, 7.225279808044434 37.0672492980957, 7.208000183105469 37.09355926513672, 7.253109931945801 37.09632110595703, 7.306210041046143 37.085289001464844, 7.3326802253723145 37.091251373291016, 7.3881001472473145 37.085269927978516, 7.401770114898682 37.09614181518555, 7.421899795532227 37.09307098388672, 7.433030128479004 37.06745147705078, 7.470479965209961 37.059871673583984, 7.5119099617004395 37.061458587646484, 7.535069942474365 37.062339782714844, 7.573709964752197 37.05057907104492, 7.576159954071045 37.04753875732422, 7.613080024719238 37.00471878051758, 7.6305999755859375 36.99300003051758, 7.649839878082275 36.98012924194336, 7.681180000305176 36.97943878173828, 7.674200057983398 36.929710388183594, 7.6665802001953125 36.9221305847168, 7.6671600341796875 36.91550827026367, 7.620719909667969 36.8714714050293, 7.618060111999512 36.8613395690918, 7.584790229797363 36.854610443115234, 7.538909912109375 36.845340728759766, 7.5028300285339355 36.842979431152344, 7.475890159606934 36.84122848510742, 7.456639766693115 36.8431510925293, 7.462649822235107 36.867279052734375, 7.396639823913574 36.9268684387207, 7.367879867553711 36.955509185791016, 7.3527398109436035 36.97785949707031, 7.277111053466797 37.02900695800781))"
57.39,55.21,24.315,22.825,18.295,21.965,6.27,5.75,1.2295,0.3905,0.0565,0.027999999999999997,69.9,53.5,8.08,8.325,20.45,26.1,0.035,0.035,1.69,1.69,18.7,13.0,"POLYGON ((7.367879867553711 36.955509185791016, 7.280630111694336 36.938758850097656, 7.28095006942749 36.93545150756836, 7.300149917602539 36.88248062133789, 7.291309833526611 36.88193893432617, 7.269790172576904 36.84640884399414, 7.243100166320801 36.82078170776367, 7.215720176696777 36.842140197753906, 7.194230079650879 36.88167190551758, 7.180180072784424 36.925750732421875, 7.190680027008057 36.92620086669922, 7.213230133056641 36.93785858154297, 7.2464799880981445 36.96363830566406, 7.255509853363037 36.970638275146484, 7.277919769287109 36.99440002441406, 7.28095006942749 37.01646041870117, 7.277111053466797 37.02900695800781, 7.3527398109436035 36.97785949707031, 7.367879867553711 36.955509185791016))"
20.41,24.08,32.93,29.19,46.62,46.69,7.86,8.03,0.679,0.382,0.087,0.048,98.6,99.3,39.48,37.91,74.2,71.0,6.33,6.77,1.54,1.58,9.3,9.6,"POLYGON ((7.681180000305176 36.97943878173828, 7.7046098709106445 36.97893142700195, 7.7459797859191895 36.9658317565918, 7.76524019241333 36.9681396484375, 7.814300060272217 36.974029541015625, 7.826710224151611 36.971439361572266, 7.805260181427002 36.93935012817383, 7.812220096588135 36.92058181762695, 7.803579807281494 36.8944206237793, 7.816669940948486 36.87493896484375, 7.841639995574951 36.868560791015625, 7.853050231933594 36.863311767578125, 7.870540142059326 36.85525131225586, 7.885200023651123 36.855079650878906, 7.885439872741699 36.85258865356445, 7.9364399909973145 36.81180953979492, 8.003179550170898 36.79961013793945, 8.008130073547363 36.78989028930664, 8.03579044342041 36.77095031738281, 8.046290397644043 36.75154113769531, 7.958049774169922 36.728450775146484, 7.946300029754639 36.720638275146484, 7.928909778594971 36.72296142578125, 7.86037015914917 36.69429016113281, 7.854889869689941 36.68695831298828, 7.832119941711426 36.67887878417969, 7.82066011428833 36.66775894165039, 7.759729862213135 36.639991760253906, 7.721469879150391 36.643951416015625, 7.699069976806641 36.65596008300781, 7.656630039215088 36.69388961791992, 7.604159832000732 36.71083068847656, 7.615320205688477 36.72526168823242, 7.6550397872924805 36.75178909301758, 7.658279895782471 36.7619514465332, 7.676770210266113 36.78728103637695, 7.674339771270752 36.84794998168945, 7.678140163421631 36.85197830200195, 7.663780212402344 36.856201171875, 7.622200012207031 36.86157989501953, 7.618060111999512 36.8613395690918, 7.620719909667969 36.8714714050293, 7.6671600341796875 36.91550827026367, 7.6665802001953125 36.9221305847168, 7.674200057983398 36.929710388183594, 7.681180000305176 36.97943878173828))"
31.42,28.46,21.65,20.52,46.89,50.95,7.32,7.49,0.619,0.424,0.087,0.057,92.9,93.6,36.42,36.98,72.1,69.8,1.95,2.72,1.54,1.67,9.0,8.7,"POLYGON ((8.664039611816406 36.89445877075195, 8.657270431518555 36.893211364746094, 8.581879615783691 36.84088134765625, 8.54209041595459 36.81126022338867, 8.540140151977539 36.80498123168945, 8.538780212402344 36.800621032714844, 8.53439998626709 36.80084991455078, 8.47655963897705 36.77302169799805, 8.432920455932617 36.76110076904297, 8.428079605102539 36.761051177978516, 8.384590148925781 36.75994873046875, 8.294150352478027 36.76974105834961, 8.272660255432129 36.77336120605469, 8.26056957244873 36.76890182495117, 8.202210426330566 36.75811004638672, 8.201620101928711 36.76520919799805, 8.153670310974121 36.77878189086914, 8.111820220947266 36.776031494140625, 8.105130195617676 36.7994384765625, 8.09572982788086 36.80559158325195, 8.094579696655273 36.81930923461914, 8.11023998260498 36.83061981201172, 8.162229537963867 36.861019134521484, 8.176739692687988 36.88605880737305, 8.169679641723633 36.92597961425781, 8.235699653625488 36.95330047607422, 8.268280029296875 36.95956039428711, 8.271550178527832 36.95302963256836, 8.276419639587402 36.94329071044922, 8.294090270996094 36.93489074707031, 8.346240043640137 36.928199768066406, 8.343859672546387 36.89894104003906, 8.354920387268066 36.88288116455078, 8.380319595336914 36.88492965698242, 8.374190330505371 36.909881591796875, 8.360580444335938 36.92210006713867, 8.384929656982422 36.93254852294922, 8.492859840393066 36.920799255371094, 8.530759811401367 36.92203903198242, 8.546990394592285 36.922569274902344, 8.609000205993652 36.94675064086914, 8.655380249023438 36.9534912109375, 8.664039611816406 36.89445877075195), (8.425950050354004 36.83320999145508, 8.436260223388672 36.83522033691406, 8.446940422058105 36.84693145751953, 8.448659896850586 36.857948303222656, 8.445890426635742 36.8655891418457, 8.43970012664795 36.8827018737793, 8.431380271911621 36.88933181762695, 8.411020278930664 36.882930755615234, 8.399499893188477 36.878421783447266, 8.399490356445312 36.85860061645508, 8.399490356445312 36.85298156738281, 8.391240119934082 36.84629821777344, 8.425950050354004 36.83320999145508))"
20.41,24.08,32.93,29.19,46.62,46.69,7.86,8.03,0.679,0.382,0.087,0.048,98.6,99.3,39.48,37.91,74.2,71.0,6.33,6.77,1.54,1.58,9.3,9.6,"POLYGON ((7.456639766693115 36.8431510925293, 7.458620071411133 36.825931549072266, 7.459799766540527 36.815799713134766, 7.452809810638428 36.802059173583984, 7.443610191345215 36.77394104003906, 7.438899993896484 36.773651123046875, 7.435410022735596 36.76679992675781, 7.434450149536133 36.73917007446289, 7.451149940490723 36.706478118896484, 7.380370140075684 36.728721618652344, 7.333209991455078 36.7571907043457, 7.2858500480651855 36.78276824951172, 7.244430065155029 36.807090759277344, 7.243100166320801 36.82078170776367, 7.269790172576904 36.84640884399414, 7.291309833526611 36.88193893432617, 7.300149917602539 36.88248062133789, 7.28095006942749 36.93545150756836, 7.280630111694336 36.938758850097656, 7.367879867553711 36.955509185791016, 7.396639823913574 36.9268684387207, 7.462649822235107 36.867279052734375, 7.456639766693115 36.8431510925293))"
55.9,54.18,20.24,19.38,23.88,26.44,6.94,7.28,0.69,0.306,0.132,0.048,86.2,94.2,12.06,12.14,47.6,42.8,2.02,5.1,1.42,1.5,10.8,8.4,"POLYGON ((3.6944100856781006 36.846771240234375, 3.704890012741089 36.85358810424805, 3.7428600788116455 36.87873840332031, 3.756089925765991 36.893619537353516, 3.766740083694458 36.905601501464844, 3.8323299884796143 36.92631149291992, 3.883389949798584 36.935428619384766, 3.887769937515259 36.93621063232422, 3.9755799770355225 36.92103958129883, 4.003459930419922 36.925289154052734, 4.035900115966797 36.92039108276367, 4.06525993347168 36.92481994628906, 4.145999908447266 36.919158935546875, 4.159379959106445 36.919151306152344, 4.233310222625732 36.9190788269043, 4.2746901512146 36.92361068725586, 4.305650234222412 36.91852951049805, 4.407949924468994 36.918880462646484, 4.458399772644043 36.91019058227539, 4.473130226135254 36.92142868041992, 4.525199890136719 36.91606903076172, 4.533440113067627 36.91318893432617, 4.557129859924316 36.90494155883789, 4.682119846343994 36.90489959716797, 4.719399929046631 36.8957405090332, 4.762119770050049 36.903709411621094, 4.854030132293701 36.89411163330078, 4.973299980163574 36.858619689941406, 4.991109848022461 36.843170166015625, 4.999489784240723 36.835899353027344, 5.025990009307861 36.83982849121094, 5.085939884185791 36.80363845825195, 5.131360054016113 36.792579650878906, 5.143239974975586 36.78068161010742, 5.134890079498291 36.77241134643555, 5.0708699226379395 36.74338912963867, 4.9830498695373535 36.72520065307617, 4.96382999420166 36.71324920654297, 4.954659938812256 36.7158317565918, 4.929989814758301 36.71281814575195, 4.893459796905518 36.70404052734375, 4.868780136108398 36.6981201171875, 4.779950141906738 36.66596984863281, 4.780350208282471 36.662681579589844, 4.739009857177734 36.62860107421875, 4.6885600090026855 36.596641540527344, 4.683219909667969 36.5725212097168, 4.676839828491211 36.527931213378906, 4.663959980010986 36.52690887451172, 4.641499996185303 36.507598876953125, 4.615489959716797 36.49214172363281, 4.494929790496826 36.419639587402344, 4.341770172119141 36.357948303222656, 4.327199935913086 36.34299850463867, 4.264540195465088 36.336891174316406, 4.062960147857666 36.33831024169922, 4.013030052185059 36.33372116088867, 3.9990200996398926 36.342529296875, 3.870490074157715 36.35023880004883, 3.8229899406433105 36.35895919799805, 3.8242099285125732 36.365478515625, 3.8274800777435303 36.38304138183594, 3.8168299198150635 36.395999908447266, 3.8016700744628906 36.41447067260742, 3.8012399673461914 36.41775131225586, 3.701200008392334 36.442298889160156, 3.6847400665283203 36.46421813964844, 3.6655800342559814 36.47959899902344, 3.6587400436401367 36.49557876586914, 3.740679979324341 36.51403045654297, 3.7574501037597656 36.51216125488281, 3.787260055541992 36.51131057739258, 3.788259983062744 36.50809097290039, 3.8392601013183594 36.472660064697266, 3.8546600341796875 36.4536018371582, 3.906589984893799 36.426090240478516, 3.913909912109375 36.422210693359375, 3.9614500999450684 36.403419494628906, 3.9840099811553955 36.39202117919922, 4.098130226135254 36.38576126098633, 4.123069763183594 36.388301849365234, 4.227479934692383 36.391380310058594, 4.27632999420166 36.40235137939453, 4.282350063323975 36.4199104309082, 4.287749767303467 36.425411224365234, 4.300580024719238 36.43846893310547, 4.2993597984313965 36.44816970825195, 4.298870086669922 36.452091217041016, 4.289340019226074 36.457950592041016, 4.234109878540039 36.462860107421875, 4.225150108337402 36.468780517578125, 4.221660137176514 36.47795104980469, 4.217030048370361 36.49190902709961, 4.18189001083374 36.498931884765625, 4.125140190124512 36.54113006591797, 4.072750091552734 36.525909423828125, 4.0234599113464355 36.51424026489258, 3.913140058517456 36.540618896484375, 3.9018499851226807 36.54151916503906, 3.836639881134033 36.54695129394531, 3.8267199993133545 36.559349060058594, 3.7769899368286133 36.5782585144043, 3.744309902191162 36.59484100341797, 3.6814301013946533 36.626800537109375, 3.6927599906921387 36.661399841308594, 3.738679885864258 36.69329833984375, 3.7382500171661377 36.69657897949219, 3.7973999977111816 36.69554138183594, 3.8148200511932373 36.69721984863281, 3.843440055847168 36.699989318847656, 3.9111900329589844 36.696380615234375, 3.999500036239624 36.67134094238281, 4.0296101570129395 36.669979095458984, 4.119900226593018 36.6657600402832, 4.236480236053467 36.64984130859375, 4.287499904632568 36.647911071777344, 4.294849872589111 36.6551399230957, 4.2912797927856445 36.67853927612305, 4.30826997756958 36.707420349121094, 4.304269790649414 36.734100341796875, 4.290170192718506 36.742881774902344, 4.208680152893066 36.75223159790039, 4.151750087738037 36.75094985961914, 3.925339937210083 36.745418548583984, 3.8360400199890137 36.74671173095703, 3.810580015182495 36.766868591308594, 3.797790050506592 36.77701187133789, 3.7600700855255127 36.776580810546875, 3.7240500450134277 36.79005813598633, 3.7104499340057373 36.825801849365234, 3.6944100856781006 36.846771240234375))"
50.22,52.71,16.15,16.82,33.72,30.47,6.82,7.2,0.9640000000000001,0.45299999999999996,0.222,0.086,78.5,84.3,14.94,14.19,42.6,42.3,4.9,12.14,1.26,1.36,10.1,6.4,"POLYGON ((7.07436990737915 36.92129135131836, 7.123479843139648 36.93238067626953, 7.163690090179443 36.925018310546875, 7.180180072784424 36.925750732421875, 7.194230079650879 36.88167190551758, 7.215720176696777 36.842140197753906, 7.243100166320801 36.82078170776367, 7.244430065155029 36.807090759277344, 7.2858500480651855 36.78276824951172, 7.333209991455078 36.7571907043457, 7.380370140075684 36.728721618652344, 7.451149940490723 36.706478118896484, 7.493529796600342 36.702911376953125, 7.507629871368408 36.70304870605469, 7.604159832000732 36.71083068847656, 7.656630039215088 36.69388961791992, 7.699069976806641 36.65596008300781, 7.721469879150391 36.643951416015625, 7.759729862213135 36.639991760253906, 7.82066011428833 36.66775894165039, 7.832119941711426 36.67887878417969, 7.854889869689941 36.68695831298828, 7.86037015914917 36.69429016113281, 7.928909778594971 36.72296142578125, 7.946300029754639 36.720638275146484, 7.958049774169922 36.728450775146484, 8.046290397644043 36.75154113769531, 8.08318042755127 36.76401138305664, 8.098830223083496 36.77531814575195, 8.111820220947266 36.776031494140625, 8.153670310974121 36.77878189086914, 8.201620101928711 36.76520919799805, 8.202210426330566 36.75811004638672, 8.26056957244873 36.76890182495117, 8.272660255432129 36.77336120605469, 8.294150352478027 36.76974105834961, 8.384590148925781 36.75994873046875, 8.428079605102539 36.761051177978516, 8.428370475769043 36.756500244140625, 8.433810234069824 36.68844985961914, 8.44734001159668 36.68252182006836, 8.460129737854004 36.6428108215332, 8.447059631347656 36.60551071166992, 8.438460350036621 36.60408020019531, 8.432689666748047 36.59307098388672, 8.409689903259277 36.573158264160156, 8.352879524230957 36.5496711730957, 8.20341968536377 36.505619049072266, 8.170860290527344 36.485328674316406, 8.157950401306152 36.456581115722656, 8.158760070800781 36.433650970458984, 8.191479682922363 36.42127990722656, 8.293910026550293 36.41598129272461, 8.381879806518555 36.43513107299805, 8.40466022491455 36.41727066040039, 8.408690452575684 36.405338287353516, 8.374099731445312 36.39543914794922, 8.278499603271484 36.382171630859375, 8.23412036895752 36.40325927734375, 8.22620964050293 36.404850006103516, 8.208569526672363 36.40840148925781, 8.158419609069824 36.401878356933594, 8.159749984741211 36.38935852050781, 8.160940170288086 36.37820816040039, 8.150320053100586 36.35670852661133, 8.11443042755127 36.33430099487305, 8.058340072631836 36.3065299987793, 8.05702018737793 36.27933883666992, 8.075400352478027 36.263671875, 8.080900192260742 36.246829986572266, 8.097909927368164 36.24774932861328, 8.110600471496582 36.20798110961914, 8.12399959564209 36.19538116455078, 8.121589660644531 36.18146896362305, 8.119429588317871 36.15755844116211, 8.137519836425781 36.145198822021484, 8.14745044708252 36.131919860839844, 8.201950073242188 36.13582992553711, 8.22089958190918 36.113059997558594, 8.221710205078125 36.103111267089844, 8.221980094909668 36.099788665771484, 8.204279899597168 36.07122039794922, 8.208189964294434 36.0305290222168, 8.156169891357422 36.003440856933594, 8.128510475158691 35.981468200683594, 8.122940063476562 35.95737075805664, 8.040849685668945 35.944820404052734, 8.020649909973145 35.93326187133789, 8.000269889831543 35.93169021606445, 7.954840183258057 35.993370056152344, 7.942540168762207 36.02643966674805, 7.946320056915283 36.03044891357422, 7.9855499267578125 36.060298919677734, 7.990819931030273 36.087730407714844, 7.977940082550049 36.0936393737793, 7.913509845733643 36.10279083251953, 7.906760215759277 36.126190185546875, 7.856959819793701 36.12282943725586, 7.825079917907715 36.10340881347656, 7.763000011444092 36.09223175048828, 7.744329929351807 36.0943489074707, 7.724329948425293 36.09666061401367, 7.715549945831299 36.10280990600586, 7.640289783477783 36.094200134277344, 7.624489784240723 36.086158752441406, 7.613379955291748 36.071720123291016, 7.533629894256592 36.06296157836914, 7.532979965209961 36.07004928588867, 7.443689823150635 36.08028030395508, 7.434289932250977 36.086368560791016, 7.397469997406006 36.076988220214844, 7.351830005645752 36.0737190246582, 7.255099773406982 36.1072883605957, 7.240019798278809 36.130149841308594, 7.225570201873779 36.14636993408203, 7.235020160675049 36.14854049682617, 7.332250118255615 36.17097091674805, 7.331389904022217 36.218448638916016, 7.331089973449707 36.22175979614258, 7.265689849853516 36.241058349609375, 7.248760223388672 36.23955154418945, 7.239950180053711 36.24568176269531, 7.188360214233398 36.25584030151367, 7.170460224151611 36.26472854614258, 7.156350135803223 36.277191162109375, 7.091310024261475 36.29270935058594, 7.026060104370117 36.25400924682617, 7.010769844055176 36.24256134033203, 6.994589805603027 36.241519927978516, 6.979579925537109 36.23514938354492, 6.974699974060059 36.23495864868164, 6.9405999183654785 36.23374938964844, 6.927989959716797 36.236270904541016, 6.892809867858887 36.22214126586914, 6.875879764556885 36.215328216552734, 6.864349842071533 36.200801849365234, 6.861269950866699 36.19939041137695, 6.820390224456787 36.180850982666016, 6.792419910430908 36.17190170288086, 6.734899997711182 36.19432830810547, 6.7266998291015625 36.193809509277344, 6.712860107421875 36.202880859375, 6.650310039520264 36.19837951660156, 6.63946008682251 36.25518035888672, 6.624599933624268 36.27465057373047, 6.617980003356934 36.29418182373047, 6.589099884033203 36.31414031982422, 6.580770015716553 36.325538635253906, 6.558589935302734 36.322410583496094, 6.530839920043945 36.31850814819336, 6.4960198402404785 36.29534149169922, 6.458089828491211 36.282169342041016, 6.455080032348633 36.27149963378906, 6.4367899894714355 36.25682067871094, 6.371570110321045 36.19694137573242, 6.351280212402344 36.18843078613281, 6.325469970703125 36.193321228027344, 6.19720983505249 36.17604064941406, 6.1748199462890625 36.187801361083984, 6.167359828948975 36.21437072753906, 6.138199806213379 36.24612045288086, 6.088389873504639 36.27265930175781, 6.075779914855957 36.27511978149414, 6.055089950561523 36.27037811279297, 6.045300006866455 36.24549102783203, 6.0330400466918945 36.244651794433594, 5.98838996887207 36.2205810546875, 5.93897008895874 36.20991134643555, 5.931580066680908 36.20225143432617, 5.803890228271484 36.18122863769531, 5.785890102386475 36.189910888671875, 5.756710052490234 36.18783187866211, 5.7161102294921875 36.177310943603516, 5.683780193328857 36.19873809814453, 5.627190113067627 36.18376159667969, 5.584859848022461 36.18355941772461, 5.50383996963501 36.214229583740234, 5.43011999130249 36.20109939575195, 5.386670112609863 36.18027114868164, 5.344369888305664 36.17993927001953, 5.292799949645996 36.18886184692383, 5.28872013092041 36.18854904174805, 5.277669906616211 36.17728042602539, 5.275090217590332 36.16381072998047, 5.245999813079834 36.16115188598633, 5.232049942016602 36.17007064819336, 5.069499969482422 36.19343185424805, 5.065040111541748 36.1964111328125, 5.027219772338867 36.19308090209961, 5.017580032348633 36.19565963745117, 4.835899829864502 36.17232894897461, 4.837920188903809 36.155399322509766, 4.817550182342529 36.15380096435547, 4.753280162811279 36.13117980957031, 4.749549865722656 36.12907028198242, 4.710350036621094 36.10694122314453, 4.693530082702637 36.10512924194336, 4.687399864196777 36.08757019042969, 4.673120021820068 36.06937026977539, 4.6689300537109375 36.01116943359375, 4.6103901863098145 36.0093994140625, 4.53095006942749 36.033119201660156, 4.523320198059082 36.0341911315918, 4.509260177612305 36.03750991821289, 4.493539810180664 36.05992126464844, 4.470160007476807 36.07788848876953, 4.446849822998047 36.12337875366211, 4.442190170288086 36.18416976928711, 4.450729846954346 36.24271011352539, 4.447350025177002 36.29315948486328, 4.445230007171631 36.31005096435547, 4.494329929351807 36.33134841918945, 4.5878801345825195 36.38425827026367, 4.591949939727783 36.384578704833984, 4.645080089569092 36.426719665527344, 4.669219970703125 36.45956039428711, 4.678639888763428 36.4840087890625, 4.685400009155273 36.495811462402344, 4.688869953155518 36.501861572265625, 4.6909098625183105 36.519100189208984, 4.731599807739258 36.5294303894043, 4.734029769897461 36.54336166381836, 4.756959915161133 36.558929443359375, 4.765140056610107 36.5595817565918, 4.772079944610596 36.570560455322266, 4.816269874572754 36.588111877441406, 4.9045000076293945 36.62321853637695, 4.92087984085083 36.62453079223633, 4.930240154266357 36.64944839477539, 4.953350067138672 36.668338775634766, 4.9615302085876465 36.66897964477539, 5.0535101890563965 36.68423080444336, 5.0728302001953125 36.696109771728516, 5.150109767913818 36.70964813232422, 5.155670166015625 36.70560073852539, 5.196499824523926 36.68560028076172, 5.276800155639648 36.66358947753906, 5.321479797363281 36.65727996826172, 5.335579872131348 36.65800857543945, 5.3453898429870605 36.65850830078125, 5.37932014465332 36.65353012084961, 5.41618013381958 36.660560607910156, 5.420259952545166 36.661338806152344, 5.43936014175415 36.66843032836914, 5.474319934844971 36.68138122558594, 5.488269805908203 36.69034957885742, 5.493159770965576 36.68524169921875, 5.522220134735107 36.63003921508789, 5.529600143432617 36.62525177001953, 5.540689945220947 36.618080139160156, 5.544250011444092 36.59130859375, 5.649169921875 36.56475830078125, 5.675670146942139 36.55807876586914, 5.739799976348877 36.555320739746094, 5.811729907989502 36.55223846435547, 5.833950042724609 36.543880462646484, 5.847760200500488 36.50455093383789, 5.873730182647705 36.49977111816406, 5.926310062408447 36.4841194152832, 5.968870162963867 36.480098724365234, 6.003399848937988 36.476871490478516, 6.019050121307373 36.485111236572266, 6.084179878234863 36.472869873046875, 6.154809951782227 36.481990814208984, 6.151050090789795 36.47840118408203, 6.245840072631836 36.499629974365234, 6.241000175476074 36.54010009765625, 6.240640163421631 36.543399810791016, 6.255650043487549 36.55820083618164, 6.383530139923096 36.58546829223633, 6.404679775238037 36.58692932128906, 6.413599967956543 36.58089828491211, 6.517910003662109 36.59611129760742, 6.540450096130371 36.625091552734375, 6.551929950714111 36.631309509277344, 6.584259986877441 36.64883041381836, 6.634190082550049 36.65253829956055, 6.673739910125732 36.6532096862793, 6.6938700675964355 36.653568267822266, 6.757880210876465 36.68241882324219, 6.840060234069824 36.75017166137695, 6.862679958343506 36.76520919799805, 6.91048002243042 36.77439880371094, 6.978260040283203 36.78744125366211, 7.033249855041504 36.805259704589844, 7.043690204620361 36.82633972167969, 7.046830177307129 36.83699035644531, 7.063650131225586 36.87221908569336, 7.073170185089111 36.9031982421875, 7.07436990737915 36.92129135131836), (5.43425989151001 36.4263801574707, 5.461269855499268 36.427791595458984, 5.544219970703125 36.43849182128906, 5.560770034790039 36.44300842285156, 5.581480026245117 36.4687385559082, 5.570489883422852 36.48786926269531, 5.550809860229492 36.4993896484375, 5.524199962615967 36.51498031616211, 5.467080116271973 36.53342819213867, 5.4456000328063965 36.535118103027344, 5.408659934997559 36.5283088684082, 5.375589847564697 36.5222282409668, 5.379300117492676 36.525840759277344, 5.316659927368164 36.5206298828125, 5.289730072021484 36.528541564941406, 5.2651801109313965 36.52619934082031, 5.210780143737793 36.49081039428711, 5.199470043182373 36.47618865966797, 5.2060699462890625 36.46009063720703, 5.2505598068237305 36.44355010986328, 5.362329959869385 36.42948913574219, 5.43425989151001 36.4263801574707))"
